Date,Average Temperature,Minimum Temperature,Maximum Temperature,Total Precipitation,wdir,Average Wind Speed,Sea-Level Air Pressure
2021-01-02,22.9,19.1,29.0,7.5,80.0,8.5,1014.7
2021-01-03,21.8,18.0,28.0,25.9,77.0,9.2,1014.0
2021-01-04,21.4,17.9,27.0,7.9,70.0,8.8,1015.8
2021-01-05,23.8,18.5,32.0,2.7,82.0,7.9,1016.7
2021-01-06,23.5,19.3,32.0,2.8,100.0,8.6,1015.8
2021-01-07,24.8,20.4,33.0,15.4,177.0,7.6,1015.1
2021-01-08,24.5,20.0,32.0,2.3,196.0,6.5,1014.4
2021-01-09,23.4,20.0,31.0,7.7,95.0,5.7,1013.7
2021-01-10,23.6,19.8,31.0,4.9,74.0,9.0,1014.7
2021-01-11,24.7,20.1,33.0,2.6,75.0,8.5,1014.9
2021-01-12,24.7,20.3,33.0,3.9,79.0,9.5,1015.4
2021-01-13,24.3,20.2,31.0,0.4,95.0,12.5,1015.5
2021-01-14,23.5,18.4,31.0,0.2,91.0,13.9,1015.5
2021-01-15,22.5,17.8,30.0,1.9,91.0,14.3,1015.8
2021-01-16,22.4,18.8,27.0,1.0,88.0,13.2,1016.1
2021-01-17,23.1,17.8,29.0,0.1,84.0,15.1,1015.7
2021-01-18,23.5,18.5,31.0,0.0,84.0,10.2,1015.7
2021-01-19,23.6,17.3,31.0,0.0,101.0,11.8,1016.0
2021-01-20,23.9,17.7,31.0,0.0,97.0,14.2,1016.5
2021-01-21,23.2,17.4,31.0,0.0,97.0,15.6,1017.5
2021-01-22,23.4,17.6,29.0,0.0,98.0,15.9,1020.1
2021-01-23,22.7,17.9,29.0,0.0,91.0,16.0,1019.8
2021-01-24,23.3,17.1,30.0,0.5,100.0,12.3,1017.6
2021-01-25,24.0,17.6,30.0,0.1,88.0,14.2,1016.4
2021-01-26,24.5,18.8,31.0,0.0,84.0,15.4,1016.2
2021-01-27,24.2,17.9,32.0,0.0,82.0,14.6,1016.4
2021-01-28,25.1,18.2,32.0,0.0,85.0,10.8,1015.2
2021-01-29,25.3,18.7,33.0,0.0,85.0,13.7,1015.6
2021-01-30,26.0,19.7,32.0,0.1,91.0,14.2,1017.0
2021-01-31,25.2,18.6,32.0,0.0,90.0,13.7,1016.2
2021-02-01,24.7,19.4,30.0,0.0,90.0,13.5,1015.2
2021-02-02,25.4,20.6,32.0,0.8,86.0,10.2,1015.9
2021-02-03,25.6,19.6,32.0,0.2,91.0,12.6,1016.2
2021-02-04,26.0,19.6,33.0,0.6,47.0,10.0,1014.6
2021-02-05,22.5,20.9,27.0,26.8,14.0,6.2,1011.7
2021-02-06,21.3,19.6,24.0,65.6,2.0,9.8,1013.0
2021-02-07,19.7,18.0,23.0,26.3,87.0,8.6,1013.4
2021-02-08,20.4,17.0,25.4,4.4,95.0,9.1,1013.7
2021-02-09,21.0,16.9,28.0,3.1,83.0,11.0,1015.0
2021-02-10,22.3,17.3,29.0,6.7,81.0,12.5,1016.0
2021-02-11,22.6,18.0,30.0,11.4,83.0,12.0,1016.7
2021-02-12,21.5,18.9,27.0,6.4,77.0,10.6,1016.7
2021-02-13,22.4,18.3,27.0,1.5,70.0,9.0,1016.0
2021-02-14,22.0,19.0,28.0,7.3,62.0,6.9,1014.1
2021-02-15,23.0,19.5,30.0,13.2,333.0,5.6,1013.1
2021-02-16,23.3,18.5,32.0,4.2,359.0,6.6,1011.8
2021-02-17,22.7,18.8,29.0,5.1,53.0,6.9,1011.6
2021-02-18,21.7,19.1,28.0,28.2,357.0,8.5,1012.0
2021-02-19,22.2,19.5,29.0,32.3,15.0,8.4,1013.3
2021-02-20,22.7,19.2,30.0,11.8,64.0,7.4,1015.8
2021-02-21,22.7,18.9,31.0,11.5,55.0,11.9,1017.0
2021-02-22,22.8,17.0,30.0,9.8,80.0,7.0,1017.0
2021-02-23,22.6,17.0,31.0,0.9,92.0,8.4,1016.7
2021-02-24,23.6,18.1,31.0,0.3,112.0,6.4,1015.8
2021-02-25,23.6,18.1,32.0,0.0,87.0,8.9,1014.5
2021-02-26,21.4,18.8,26.0,6.2,90.0,14.0,1014.4
2021-02-27,21.1,18.4,25.0,0.7,90.0,12.4,1016.8
2021-02-28,21.1,18.0,25.0,0.2,91.0,15.4,1016.8
2021-03-01,21.6,17.6,28.0,0.1,92.0,16.7,1015.6
2021-03-02,21.4,17.8,26.0,0.0,88.0,15.4,1017.5
2021-03-03,22.7,17.3,30.0,0.0,79.0,11.2,1019.0
2021-03-04,22.9,17.1,32.0,0.0,75.0,8.9,1017.2
2021-03-05,24.1,17.5,31.0,0.0,329.0,9.6,1014.4
2021-03-06,23.5,19.9,30.0,2.1,294.0,8.7,1014.0
2021-03-07,22.1,19.0,26.0,5.3,286.0,7.7,1015.5
2021-03-08,22.4,19.0,29.0,16.7,319.0,6.7,1015.1
2021-03-09,21.2,18.5,27.0,9.4,355.0,5.0,1014.1
2021-03-10,20.8,17.8,27.0,6.4,27.0,6.9,1013.6
2021-03-11,22.8,18.6,29.0,5.1,11.0,5.0,1015.6
2021-03-12,23.2,18.3,31.0,7.6,87.0,6.2,1016.3
2021-03-13,23.9,19.1,31.0,0.7,87.0,12.3,1017.2
2021-03-14,22.4,17.8,29.0,0.0,98.0,13.2,1018.4
2021-03-15,22.3,16.4,29.0,0.0,99.0,11.2,1017.3
2021-03-16,22.6,17.0,31.0,0.0,95.0,11.3,1016.0
2021-03-17,23.0,16.8,32.0,0.0,86.0,10.1,1015.2
2021-03-18,23.2,17.5,31.0,0.0,84.0,10.5,1014.9
2021-03-19,23.2,18.4,29.0,0.3,91.0,14.5,1016.6
2021-03-20,22.6,18.0,29.0,0.2,92.0,15.0,1019.7
2021-03-21,22.4,17.6,28.0,0.0,95.0,13.8,1020.6
2021-03-22,23.3,17.7,30.0,0.1,90.0,9.7,1017.9
2021-03-23,24.4,18.4,31.0,0.0,102.0,7.9,1016.9
2021-03-24,24.5,18.7,32.0,0.0,90.0,8.6,1017.0
2021-03-25,24.5,18.7,32.0,0.2,99.0,9.9,1017.5
2021-03-26,24.3,19.0,31.0,0.1,87.0,9.7,1017.2
2021-03-27,25.0,18.9,32.0,0.0,111.0,6.9,1015.1
2021-03-28,25.2,19.9,33.0,0.2,104.0,7.5,1013.9
2021-03-29,23.8,20.0,32.0,0.2,106.0,7.9,1013.5
2021-03-30,24.5,19.4,32.0,3.3,139.0,6.6,1012.1
2021-03-31,23.0,18.6,31.0,4.3,295.0,8.1,1010.3
2021-04-01,22.8,17.0,31.0,0.5,173.0,8.5,1010.9
2021-04-02,22.8,17.2,30.0,0.3,106.0,11.0,1015.0
2021-04-03,22.9,18.2,30.0,7.2,89.0,10.0,1016.8
2021-04-04,22.2,18.5,29.0,3.2,91.0,8.9,1016.6
2021-04-05,20.9,16.4,27.0,0.0,109.0,13.0,1017.4
2021-04-06,21.2,15.7,28.0,0.0,102.0,12.0,1017.0
2021-04-07,20.8,17.4,27.0,2.8,104.0,13.0,1018.6
2021-04-08,19.7,15.5,25.0,0.0,109.0,16.2,1021.7
2021-04-09,19.8,15.5,26.0,0.0,103.0,14.7,1022.1
2021-04-10,20.5,14.3,27.0,0.0,90.0,11.1,1019.5
2021-04-11,21.4,15.1,29.0,0.0,94.0,6.1,1017.7
2021-04-12,22.1,15.7,30.0,0.0,218.0,7.5,1017.2
2021-04-13,22.4,16.7,31.0,0.0,117.0,10.3,1018.3
2021-04-14,21.3,16.5,28.0,0.0,130.0,10.7,1018.8
2021-04-15,20.1,14.4,27.0,0.0,117.0,13.0,1019.4
2021-04-16,19.7,14.1,26.0,0.0,102.0,13.1,1018.4
2021-04-17,20.6,15.1,28.0,0.0,90.0,11.7,1017.3
2021-04-18,21.6,15.5,28.0,0.1,69.0,8.3,1015.5
2021-04-19,22.4,17.1,30.0,0.9,26.0,8.2,1015.2
2021-04-20,21.9,15.9,29.0,0.0,155.0,8.9,1015.3
2021-04-21,21.6,14.4,29.0,0.0,183.0,8.9,1015.7
2021-04-22,21.8,14.3,29.0,0.0,129.0,9.5,1015.9
2021-04-23,22.0,14.9,30.0,0.0,90.0,9.6,1016.4
2021-04-24,22.9,17.3,29.0,0.0,86.0,9.2,1015.6
