dt,sunrise,sunset,temp,feels_like,pressure,humidity,dew_point,clouds,visibility,wind_speed,wind_deg,weather,wind_gust,rain
1607472000,1607415158,1607463901,20.7,20.99,1016,83,17.71,75,8000,3.6,140,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1607558400,1607501572,1607550339,20.7,20.73,1016,73,15.69,40,10000,4.6,110,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1607644800,1607587987,1607636777,20.7,20.73,1016,73,15.69,0,10000,4.6,140,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1607731200,1607674403,1607723215,20.7,20.97,1017,82,17.52,75,7000,3.6,40,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1607817600,1607760821,1607809652,23.7,24.03,1017,73,18.58,0,10000,2.1,90,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",,{'1h': 2.84}
1607904000,1607847240,1607896088,23.93,24.26,1016,72,18.58,0,10000,2.6,350,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1607990400,1607933660,1607982523,25.7,26.02,1014,65,18.63,40,10000,3.1,160,"[{'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11n'}, {'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",,{'1h': 1.33}
1608076800,1608020081,1608068958,21.7,22.09,1016,83,18.69,75,10000,4.6,210,"[{'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11n'}]",,
1608163200,1608106504,1608155392,22.96,23.35,1018,78,18.92,0,10000,2.6,70,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1608249600,1608192928,1608241825,22.08,22.48,1017,82,18.86,100,6000,1.5,240,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",,{'1h': 1.78}
1608336000,1608279353,1608328257,21.7,22.09,1014,83,18.69,75,10000,2.6,170,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1608422400,1608365779,1608414688,26.7,28.03,1012,65,19.58,0,10000,2.1,270,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1608508800,1608452206,1608501118,22.7,23.32,1015,88,20.61,0,10000,2.6,240,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,{'1h': 0.16}
1608595200,1608538634,1608587548,21.71,22.23,1017,88,19.64,100,10000,2.6,170,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,{'1h': 0.1}
1608681600,1608625064,1608673976,18.48,18.5,1017,81,15.16,100,8000,5.1,110,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,
1608768000,1608711494,1608760404,19.45,19.36,1017,73,14.49,75,8000,5.7,110,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1608854400,1608797925,1608846830,18.44,18.3,1017,75,13.93,75,10000,6.2,140,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1608940800,1608884358,1608933256,18.52,18.46,1016,78,14.61,75,10000,5.7,140,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1609027200,1608970791,1609019680,19.83,20.01,1016,82,16.67,75,6000,3.6,140,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1609113600,1609057225,1609106103,20.83,21.19,1017,85,18.22,20,8000,1.5,70,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1609200000,1609143660,1609192525,20.5,20.93,1018,89,18.63,75,3000,2.1,20,"[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10n'}]",,{'1h': 11.94}
1609286400,1609230096,1609278946,20.46,20.91,1016,90,18.76,75,10000,1.0,100,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1609372800,1609316532,1609365366,24.94,25.11,1014,62,17.16,20,10000,5.1,360,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
