dt,sunrise,sunset,temp,feels_like,pressure,humidity,dew_point,clouds,visibility,wind_speed,wind_deg,weather,wind_gust,rain
1356998400,1356942172,1356990985,22.96,23.35,1017,78,18.92,0,10000.0,1.54,140,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1357084800,1357028610,1357077402,22.8,22.96,1018,70,17.05,75,10000.0,4.63,160,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1357171200,1357115049,1357163818,18.19,18.34,1021,87,15.99,100,,5.14,140,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1357257600,1357201488,1357250233,18.6,18.71,1023,84,15.85,75,,4.12,120,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}]",,
1357344000,1357287928,1357336646,21.01,21.2,1022,78,17.03,75,10000.0,3.1,110,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1357430400,1357374368,1357423058,22.73,23.2,1019,82,19.5,75,,3.6,140,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1357516800,1357460810,1357509469,21.51,21.62,1017,73,16.47,0,10000.0,2.1,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1357603200,1357547251,1357595879,25.59,25.46,1015,48,13.78,0,10000.0,2.1,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1357689600,1357633693,1357682287,22.7,23.32,1016,88,20.61,75,10000.0,2.1,40,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1357776000,1357720136,1357768694,21.7,22.09,1017,83,18.69,40,10000.0,4.63,150,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,
1357862400,1357806578,1357855099,18.7,18.64,1017,77,14.59,75,,7.72,160,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1357948800,1357893021,1357941503,17.7,17.43,1015,73,12.8,75,10000.0,4.12,160,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1358035200,1357979465,1358027906,18.7,18.92,1018,88,16.67,100,,3.1,140,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1358121600,1358065909,1358114308,18.7,18.92,1019,88,16.67,40,,2.6,70,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1358208000,1358152352,1358200708,18.7,19.08,1017,94,17.71,75,,2.1,250,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",10.8,{'1h': 0.12}
1358294400,1358238797,1358287106,20.7,20.99,1013,83,17.71,75,10000.0,3.6,160,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1358380800,1358325241,1358373504,20.7,21.12,1012,88,18.64,20,10000.0,3.6,170,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,{'1h': 0.18}
1358467200,1358411685,1358459899,22.7,22.83,1014,69,16.72,40,10000.0,2.1,190,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,
1358553600,1358498130,1358546294,21.7,22.09,1014,83,18.69,75,,3.6,150,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1358640000,1358584574,1358632687,20.7,20.99,1016,83,17.71,75,10000.0,6.2,150,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1358726400,1358671019,1358719079,19.7,19.63,1018,73,14.73,75,10000.0,5.14,150,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1358812800,1358757463,1358805469,18.7,18.64,1021,77,14.59,75,10000.0,5.14,160,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,{'1h': 0.13}
1358899200,1358843907,1358891858,19.7,19.76,1020,78,15.76,75,10000.0,3.6,140,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1358985600,1358930352,1358978246,20.7,20.99,1017,83,17.71,75,,2.6,130,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1359072000,1359016796,1359064632,23.83,24.31,1013,78,19.76,0,10000.0,2.6,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1359158400,1359103240,1359151017,22.74,23.39,1012,89,20.83,75,,1.54,230,"[{'id': 200, 'main': 'Thunderstorm', 'description': 'thunderstorm with light rain', 'icon': '11n'}]",,
1359244800,1359189684,1359237401,20.65,20.96,1016,84,17.85,75,,3.6,130,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1359331200,1359276127,1359323783,19.77,19.94,1019,82,16.61,75,10000.0,5.65,0,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",8.74,
1359417600,1359362571,1359410164,18.7,18.64,1020,77,14.59,100,10000.0,4.63,110,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,
1359504000,1359449014,1359496544,20.7,20.86,1019,78,16.73,100,,4.12,140,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1359590400,1359535457,1359582922,21.7,21.96,1018,78,17.7,75,,5.14,130,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1359676800,1359621899,1359669299,22.7,23.19,1016,83,19.66,100,,3.1,130,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1359763200,1359708342,1359755675,21.7,22.38,1017,94,20.69,75,,2.1,160,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1359849600,1359794784,1359842049,20.7,21.12,1017,88,18.64,0,10000.0,2.6,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1359936000,1359881225,1359928422,21.7,22.22,1012,88,19.63,40,10000.0,2.1,290,"[{'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11n'}, {'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",,{'1h': 1.84}
1360022400,1359967666,1360014794,18.7,18.79,1017,83,15.76,75,10000.0,4.12,140,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}]",,
1360108800,1360054107,1360101165,19.7,19.76,1018,78,15.76,75,,5.14,110,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1360195200,1360140547,1360187534,19.7,20.02,1019,88,17.66,75,,4.12,100,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1360281600,1360226987,1360273903,20.7,21.12,1018,88,18.64,75,10000.0,2.6,80,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,{'1h': 0.35}
1360368000,1360313426,1360360270,18.7,19.05,1019,93,17.55,75,,1.54,140,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,{'1h': 0.12}
1360454400,1360399865,1360446636,21.7,22.09,1019,83,18.69,75,10000.0,2.1,120,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1360540800,1360486304,1360533001,19.7,20.02,1018,88,17.66,0,,4.12,30,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1360627200,1360572742,1360619364,24.7,25.03,1015,69,18.63,75,10000.0,1.54,60,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1360713600,1360659179,1360705727,23.7,23.93,1016,69,17.68,40,10000.0,4.12,80,"[{'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11n'}]",,
1360800000,1360745616,1360792088,21.7,22.09,1017,83,18.69,0,10000.0,0.0,0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1360886400,1360832053,1360878449,21.7,22.22,1016,88,19.63,75,10000.0,1.54,120,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1360972800,1360918489,1360964808,20.7,21.28,1017,94,19.7,100,10000.0,2.1,310,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,
1361059200,1361004924,1361051167,23.69,24.1,1016,76,19.21,40,,4.63,150,"[{'id': 201, 'main': 'Thunderstorm', 'description': 'thunderstorm with rain', 'icon': '11n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1361145600,1361091359,1361137524,24.7,24.92,1016,65,17.68,0,10000.0,3.6,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1361232000,1361177794,1361223880,22.7,23.06,1018,78,18.67,0,10000.0,5.14,210,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}]",,
1361318400,1361264227,1361310236,21.7,22.09,1017,83,18.69,40,10000.0,2.6,100,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,
1361404800,1361350661,1361396590,24.7,25.16,1017,74,19.76,40,10000.0,2.1,160,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,
1361491200,1361437094,1361482944,26.7,26.99,1016,47,14.46,20,10000.0,2.1,80,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,
1361577600,1361523526,1361569297,21.7,22.22,1019,88,19.63,75,,4.63,140,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1361664000,1361609958,1361655649,21.7,22.09,1019,83,18.69,75,10000.0,3.1,150,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,{'1h': 0.13}
1361750400,1361696389,1361742000,23.7,24.29,1016,83,20.64,75,,3.6,170,"[{'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11n'}]",,
1361836800,1361782820,1361828350,27.7,28.82,1014,58,18.69,0,10000.0,3.1,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1361923200,1361869250,1361914700,20.7,21.12,1017,88,18.64,75,,2.6,230,"[{'id': 200, 'main': 'Thunderstorm', 'description': 'thunderstorm with light rain', 'icon': '11n'}]",,
1362009600,1361955680,1362001049,20.7,20.86,1018,78,16.73,40,10000.0,5.14,130,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,{'1h': 0.11}
1362096000,1362042110,1362087397,21.7,21.96,1018,78,17.7,40,10000.0,4.63,110,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,
1362182400,1362128539,1362173744,19.7,19.74,1019,77,15.56,20,10000.0,4.63,130,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,
1362268800,1362214967,1362260091,21.7,22.09,1020,83,18.69,75,10000.0,4.12,140,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1362355200,1362301395,1362346437,22.7,23.19,1018,83,19.66,40,10000.0,2.6,70,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,
1362441600,1362387823,1362432783,26.7,27.84,1016,62,18.82,0,10000.0,2.6,150,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1362528000,1362474250,1362519128,22.6,23.0,1016,80,18.98,75,10000.0,3.6,140,"[{'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11n'}]",,
1362614400,1362560677,1362605472,23.47,23.73,1018,71,17.91,75,,2.6,240,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1362700800,1362647103,1362691816,23.76,24.36,1021,83,20.7,75,,2.6,140,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1362787200,1362733529,1362778159,23.7,24.29,1019,83,20.64,40,,3.1,120,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1362873600,1362819955,1362864502,20.7,21.28,1017,94,19.7,75,,3.6,30,"[{'id': 200, 'main': 'Thunderstorm', 'description': 'thunderstorm with light rain', 'icon': '11n'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,{'1h': 0.26}
1362960000,1362906380,1362950845,21.7,22.09,1014,83,18.69,75,,5.14,320,"[{'id': 200, 'main': 'Thunderstorm', 'description': 'thunderstorm with light rain', 'icon': '11n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1363046400,1362992805,1363037187,22.67,23.32,1014,89,20.76,75,,3.1,310,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,
1363132800,1363079230,1363123529,25.7,26.02,1013,65,18.63,75,,5.14,320,"[{'id': 201, 'main': 'Thunderstorm', 'description': 'thunderstorm with rain', 'icon': '11n'}]",,
1363219200,1363165654,1363209870,22.67,23.19,1016,84,19.83,75,10000.0,4.63,160,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,{'1h': 0.36}
1363305600,1363252078,1363296212,19.7,20.02,1020,88,17.66,75,,4.63,140,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1363392000,1363338502,1363382552,21.73,22.15,1019,84,18.91,75,,5.14,150,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1363478400,1363424926,1363468893,22.74,23.39,1019,89,20.83,100,,2.6,150,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,{'1h': 0.14}
1363564800,1363511349,1363555234,18.62,18.86,1022,89,16.77,100,,8.75,170,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,{'1h': 0.98}
1363651200,1363597772,1363641574,16.8,16.44,1022,73,11.94,75,10000.0,4.12,130,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1363737600,1363684195,1363727914,17.7,17.82,1020,88,15.69,75,,4.63,130,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1363824000,1363770618,1363814254,20.79,20.96,1016,78,16.82,0,10000.0,3.6,70,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,{'1h': 0.4}
1363910400,1363857041,1363900594,21.7,21.96,1015,78,17.7,0,10000.0,4.12,350,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1363996800,1363943463,1363986934,21.59,21.87,1019,79,17.79,75,10000.0,4.12,170,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1364083200,1364029885,1364073274,19.7,19.76,1019,78,15.76,75,,4.12,130,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1364169600,1364116308,1364159614,19.7,20.15,1014,93,18.54,75,,4.12,130,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1364256000,1364202730,1364245954,20.7,20.99,1018,83,17.71,75,,3.1,120,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1364342400,1364289152,1364332294,18.76,19.15,1017,94,17.77,0,,1.54,140,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,
1364428800,1364375574,1364418634,18.7,18.79,1017,83,15.76,75,,4.63,170,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1364515200,1364461996,1364504974,18.7,18.64,1020,77,14.59,40,10000.0,4.12,200,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,
1364601600,1364548418,1364591314,18.69,18.78,1023,83,15.75,75,10000.0,5.7,140,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}]",10.8,
1364688000,1364634840,1364677655,20.65,20.73,1023,75,16.06,75,10000.0,6.2,160,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1364774400,1364721262,1364763996,20.7,20.99,1022,83,17.71,40,,1.54,120,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1364860800,1364807684,1364850337,21.42,22.12,1018,96,20.76,100,,2.28,126,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,
1364947200,1364894106,1364936678,20.7,20.86,1019,78,16.73,75,,3.1,140,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1365033600,1364980529,1365023019,20.86,21.3,1018,88,18.8,75,10000.0,3.1,140,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1365120000,1365066951,1365109361,24.7,25.03,1013,69,18.63,0,10000.0,4.63,350,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1365206400,1365153373,1365195704,22.6,23.11,1013,84,19.76,0,10000.0,4.12,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1365292800,1365239796,1365282046,20.65,20.94,1018,83,17.66,40,,2.6,50,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1365379200,1365326218,1365368389,21.7,21.96,1018,78,17.7,75,,4.12,150,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1365465600,1365412641,1365454733,19.7,20.02,1019,88,17.66,100,,4.63,130,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,{'1h': 0.24}
1365552000,1365499064,1365541077,19.7,19.76,1019,78,15.76,75,10000.0,5.14,130,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1365638400,1365585487,1365627421,19.77,19.97,1019,83,16.8,75,,3.1,150,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1365724800,1365671910,1365713766,21.73,22.26,1018,88,19.66,40,10000.0,2.6,110,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1365811200,1365758333,1365800111,24.7,25.13,1015,73,19.54,75,10000.0,4.12,360,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1365897600,1365844757,1365886458,19.56,19.9,1015,89,17.7,75,,4.63,190,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1365984000,1365931181,1365972804,15.7,15.6,1020,87,13.54,100,,4.12,190,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,
1366070400,1366017605,1366059151,19.7,19.4,1017,64,12.71,0,10000.0,1.03,0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1366156800,1366104029,1366145499,17.7,17.43,1018,73,12.8,0,10000.0,3.6,140,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1366243200,1366190453,1366231848,16.59,16.34,1020,78,12.74,75,10000.0,6.2,170,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1366329600,1366276878,1366318197,17.67,17.53,1020,78,13.79,75,,4.11,0,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",5.14,
1366416000,1366363302,1366404547,17.67,17.53,1022,78,13.79,20,10000.0,3.6,150,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,
1366502400,1366449727,1366490897,16.73,16.5,1022,78,12.88,75,10000.0,3.1,160,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1366588800,1366536153,1366577249,16.8,16.68,1024,82,13.71,20,10000.0,4.63,140,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,
1366675200,1366622578,1366663601,15.93,15.69,1026,81,12.68,75,10000.0,3.6,160,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1366761600,1366709004,1366749953,17.7,17.54,1024,77,13.62,40,10000.0,4.12,160,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,
1366848000,1366795430,1366836307,17.74,17.58,1024,77,13.66,0,10000.0,3.1,120,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1366934400,1366881856,1366922662,18.7,18.64,1023,77,14.59,0,10000.0,3.1,180,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1367020800,1366968282,1367009017,18.7,18.4,1021,68,12.68,0,10000.0,2.6,160,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1367107200,1367054709,1367095373,17.74,17.74,1022,83,14.82,0,,3.1,140,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1367193600,1367141136,1367181730,18.7,18.51,1020,72,13.55,0,,3.1,140,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1367280000,1367227562,1367268088,18.7,18.77,1019,82,15.57,0,10000.0,1.03,350,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1367366400,1367313990,1367354447,22.7,22.83,1019,69,16.72,0,10000.0,2.6,150,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1367452800,1367400417,1367440806,19.7,19.87,1021,82,16.54,0,,3.1,150,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1367539200,1367486845,1367527167,20.7,20.99,1020,83,17.71,75,,2.6,130,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1367625600,1367573272,1367613528,20.7,20.73,1018,73,15.69,0,10000.0,2.1,290,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1367712000,1367659700,1367699891,20.7,20.73,1017,73,15.69,0,10000.0,1.54,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1367798400,1367746128,1367786255,20.7,21.12,1016,88,18.64,0,,1.54,300,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,{'1h': 0.19}
1367884800,1367832557,1367872619,14.7,14.21,1020,76,10.52,0,10000.0,2.1,140,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1367971200,1367918985,1367958984,16.7,15.97,1020,59,8.66,0,10000.0,4.63,290,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1368057600,1368005413,1368045351,14.7,13.98,1023,67,8.64,0,10000.0,2.1,140,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1368144000,1368091842,1368131718,15.65,15.31,1024,78,11.83,0,10000.0,2.06,0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2.06,
1368230400,1368178271,1368218087,16.7,16.57,1023,82,13.62,0,10000.0,3.1,150,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1368316800,1368264700,1368304456,16.94,16.83,1022,82,13.85,0,10000.0,1.54,190,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1368403200,1368351128,1368390827,16.7,16.44,1021,77,12.65,0,10000.0,2.1,200,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1368489600,1368437557,1368477199,16.7,16.44,1020,77,12.65,0,10000.0,0.0,0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1368576000,1368523986,1368563571,19.7,19.74,1019,77,15.56,0,10000.0,1.03,0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1368662400,1368610415,1368649945,24.7,24.71,1017,57,15.62,0,10000.0,2.6,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1368748800,1368696844,1368736320,20.7,20.99,1021,83,17.71,75,,4.63,160,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,{'1h': 0.26}
1368835200,1368783273,1368822696,16.7,16.57,1025,82,13.62,100,,4.12,170,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,
1368921600,1368869702,1368909073,18.7,18.64,1025,77,14.59,75,,4.63,130,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1369008000,1368956130,1368995451,19.7,19.76,1022,78,15.76,75,,2.6,140,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",,
1369094400,1369042559,1369081830,21.7,21.83,1017,73,16.65,0,10000.0,2.6,250,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1369180800,1369128987,1369168211,19.7,19.76,1017,78,15.76,75,10000.0,3.1,150,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1369267200,1369215416,1369254592,17.67,17.82,1018,89,15.84,100,,3.1,130,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",,{'1h': 0.94}
1369353600,1369301844,1369340974,16.59,16.47,1020,83,13.69,100,10000.0,3.1,160,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}]",,
1369440000,1369388272,1369427358,15.65,15.44,1021,83,12.77,75,,3.6,140,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1369526400,1369474700,1369513743,16.66,16.42,1023,78,12.81,75,10000.0,4.63,150,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,
1369612800,1369561127,1369600128,16.7,16.57,1021,82,13.62,0,10000.0,3.1,140,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1369699200,1369647555,1369686515,14.84,14.81,1017,93,13.72,0,10000.0,2.6,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
1369785600,1369733982,1369772903,16.59,16.52,1014,85,14.06,75,10000.0,3.1,340,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",,{'1h': 0.24}
1369872000,1369820408,1369859292,18.47,18.36,1013,76,14.17,0,10000.0,4.63,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,
