dt,sunrise,sunset,temp,feels_like,pressure,humidity,dew_point,clouds,wind_speed,wind_deg,weather,visibility,rain,wind_gust
1587427200,1587374533,1587415687,18.7,18.51,1022,72,13.55,75,3.6,130,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",10000.0,,
1587513600,1587460958,1587502039,17.63,17.72,1018,87,15.44,40,3.1,160,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",10000.0,,
1587600000,1587547383,1587588391,17.63,17.62,1018,83,14.71,40,4.1,160,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",10000.0,,
1587686400,1587633809,1587674744,18.7,18.64,1021,77,14.59,75,4.1,120,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",9000.0,,
1587772800,1587720235,1587761098,19.7,20.02,1022,88,17.66,40,2.6,140,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",9000.0,,
1587859200,1587806661,1587847452,19.61,19.64,1021,77,15.47,0,1.5,140,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,
1587945600,1587893088,1587933808,18.39,18.43,1022,82,15.26,75,5.7,160,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",10000.0,,
1588032000,1587979514,1588020164,18.09,18.12,1022,83,15.16,40,4.6,150,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",10000.0,,
1588118400,1588065941,1588106521,18.39,18.48,1021,84,15.64,0,2.1,160,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,
1588204800,1588152368,1588192879,19.47,19.33,1018,71,14.08,0,1.0,150,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,
1588291200,1588238795,1588279238,19.18,18.62,1020,56,10.2,0,0.5,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,
1588377600,1588325223,1588365598,19.91,20.28,1018,89,18.04,0,1.0,100,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",10000.0,,
1588464000,1588411650,1588451959,16.7,16.72,1021,88,14.7,100,7.2,180,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",8000.0,,
1588550400,1588498078,1588538321,14.76,14.46,1020,83,11.9,20,3.1,150,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",10000.0,,
1588636800,1588584506,1588624684,16.74,16.61,1016,82,13.65,100,2.1,110,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",10000.0,,
1588723200,1588670934,1588711047,20.53,19.89,1014,48,9.15,0,2.6,310,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,
1588809600,1588757363,1588797412,16.57,16.66,1016,91,15.1,100,4.1,220,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",4000.0,{'1h': 2.43},
1588896000,1588843791,1588883778,13.09,12.73,1023,87,10.98,75,5.1,200,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",7000.0,,
1588982400,1588930219,1588970144,15.22,14.96,1024,83,12.35,75,3.6,110,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",10000.0,,
1589068800,1589016648,1589056512,15.22,15.02,1023,85,12.72,0,2.1,160,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,
1589155200,1589103077,1589142881,17.2,16.8,1020,70,11.69,0,1.0,80,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,
1589241600,1589189506,1589229250,20.48,19.94,1023,52,10.3,0,1.0,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,
1589328000,1589275934,1589315621,19.29,18.82,1020,59,11.09,0,1.0,220,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,
1589414400,1589362363,1589401993,20.43,20.23,1015,65,13.64,0,3.1,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,
1589500800,1589448792,1589488366,16.7,16.72,1021,88,14.7,75,4.1,170,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",10000.0,{'1h': 0.36},
1589587200,1589535221,1589574740,15.21,15.01,1021,85,12.71,75,3.1,160,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",10000.0,,
1589673600,1589621650,1589661115,16.02,15.9,1020,85,13.5,0,1.34,95,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,1.34
1589760000,1589708079,1589747491,15.7,15.6,1022,87,13.54,0,1.34,134,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",10000.0,,1.34
1589846400,1589794508,1589833868,16.02,15.9,1024,85,13.5,40,2.6,130,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",9000.0,,
1589932800,1589880936,1589920247,18.33,18.41,1024,84,15.58,40,4.1,140,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",9000.0,,
1590019200,1589967365,1590006626,18.7,18.77,1024,82,15.57,0,2.6,110,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",10000.0,,
1590105600,1590053793,1590093007,21.05,20.91,1022,65,14.22,0,2.1,80,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,
1590192000,1590140222,1590179388,22.7,22.49,1016,56,13.48,0,2.6,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,
1590278400,1590226650,1590265771,16.02,15.82,1016,82,12.95,100,8.2,320,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",8000.0,,
1590364800,1590313078,1590352155,13.7,12.98,1019,71,8.54,75,5.1,320,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",10000.0,,
1590451200,1590399506,1590438540,14.7,14.05,1015,70,9.29,0,7.2,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,
1590537600,1590485933,1590524926,13.7,12.54,1017,54,4.57,0,4.1,290,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,
1590624000,1590572360,1590611313,12.7,12.17,1021,82,9.71,0,3.6,150,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,
1590710400,1590658787,1590697701,13.7,13.11,1023,76,9.55,0,2.1,100,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,
1590796800,1590745214,1590784090,13.7,13.4,1021,87,11.58,0,1.0,230,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,
1590883200,1590831640,1590870481,13.7,12.98,1020,71,8.54,0,0.5,220,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,
1590969600,1590918066,1590956872,18.57,17.63,1021,44,6.1,0,1.5,350,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,
1591056000,1591004492,1591043265,17.17,17.27,1018,89,15.34,75,3.6,170,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",10000.0,,
1591142400,1591090917,1591129659,15.94,15.99,1019,92,14.64,75,1.5,110,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",7000.0,,
1591228800,1591177341,1591216053,17.7,17.82,1024,88,15.69,100,3.1,150,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",8000.0,,
1591315200,1591263765,1591302449,18.08,18.29,1022,90,16.42,100,3.13,69,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",9000.0,,3.58
1591401600,1591350189,1591388846,18.97,19.25,1021,89,17.12,0,3.1,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,
1591488000,1591436612,1591475244,21.84,21.96,1018,72,16.57,0,4.6,350,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,
1591574400,1591523035,1591561643,19.53,19.55,1020,77,15.39,0,3.1,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,
1591660800,1591609457,1591648043,20.34,20.52,1019,80,16.78,0,1.0,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,
1591747200,1591695878,1591734444,20.04,20.29,1017,84,17.25,0,4.1,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,
1591833600,1591782299,1591820846,19.7,19.87,1017,82,16.54,0,2.1,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,
1591920000,1591868719,1591907249,19.7,19.74,1018,77,15.56,0,2.1,320,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,
1592006400,1591955138,1591993653,18.7,18.51,1019,72,13.55,0,1.0,100,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,
1592092800,1592041557,1592080058,18.7,18.51,1022,72,13.55,0,1.5,200,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,
1592179200,1592127975,1592166464,15.13,15.05,1028,90,13.5,100,4.1,150,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09n'}]",4000.0,,
1592265600,1592214392,1592252871,16.53,16.54,1028,88,14.54,100,3.6,150,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",6000.0,,0.0
1592352000,1592300809,1592339278,16.62,16.64,1026,88,14.63,40,3.1,140,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",10000.0,,
1592438400,1592387224,1592425687,18.7,18.27,1023,63,11.52,0,3.6,80,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",10000.0,,
1592524800,1592473639,1592512097,18.82,18.32,1021,60,10.9,0,2.68,70,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,2.68
1592611200,1592560053,1592598507,15.7,15.34,1022,77,11.68,0,0.0,0,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",10000.0,,
1592697600,1592646466,1592684918,17.7,17.41,1022,72,12.59,0,0.0,0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,
1592784000,1592732879,1592771331,21.66,21.13,1024,48,10.19,0,0.0,0,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",10000.0,,
1592870400,1592819290,1592857743,18.7,18.27,1021,63,11.52,0,1.0,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,
1592956800,1592905700,1592944157,16.29,15.44,1018,56,7.51,0,1.34,15,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,2.24
1593043200,1592992110,1593030572,15.7,15.21,1017,72,10.67,0,2.1,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,
1593129600,1593078518,1593116987,23.7,23.43,1017,50,12.67,0,6.2,340,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,
1593216000,1593164926,1593203403,15.59,15.61,1019,92,14.3,100,2.6,130,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",8000.0,{'1h': 1.88},
1593302400,1593251333,1593289820,13.81,13.6,1020,90,12.2,100,2.6,210,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",10000.0,,
1593388800,1593337738,1593376237,14.06,13.9,1024,91,12.61,100,3.6,130,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",4000.0,,
1593475200,1593424143,1593462655,15.13,15.05,1020,90,13.5,75,3.1,150,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",6000.0,,
1593561600,1593510546,1593549074,21.76,21.38,1012,53,11.77,0,6.71,4,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,8.05
1593648000,1593596949,1593635493,14.7,13.84,1016,62,7.5,0,4.1,200,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,
1593734400,1593683350,1593721913,12.7,12.01,1019,76,8.58,75,3.1,150,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",10000.0,,
1593820800,1593769751,1593808333,13.7,12.98,1021,71,8.54,100,5.7,120,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",6000.0,,
1593907200,1593856150,1593894754,13.7,13.27,1020,82,10.69,0,2.1,180,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,
1593993600,1593942548,1593981176,20.17,20.02,1019,68,14.08,0,1.5,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,
1594080000,1594028945,1594067598,18.65,18.66,1021,80,15.13,40,3.6,100,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",10000.0,,
1594166400,1594115342,1594154020,19.7,19.19,1016,56,10.69,0,2.6,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",10000.0,,
